id,issue_id,classification,classification_probabilities,classification_raw_response,model,prompt_version,temperature,classified_at
29,29,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.02, ""Not a Bug"": 0.02, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue describes a `TypeError` that occurs within the `matplotlib` source code (`axes_grid.py`) when a user provides a valid, but non-standard, `Axes` subclass (`cartopy.GeoAxes`). The code in `matplotlib` incorrectly assumes that the `axis` attribute will always be a dictionary-like object, which is not true for the provided subclass. This is a logic/assumption error in the repository's source code, fitting the **Intrinsic** definition.

**Maintainer Signal** - There is a strong signal from maintainer `jklymak` who states, ""Back on topic, though, this seems to be a regression and we should fix it."" This acknowledges the issue as a bug within `matplotlib` that requires a fix. Other maintainers and contributors also discuss potential fixes to `matplotlib`'s code.

**PR/Commit Evidence** - A closing PR was merged that modifies production code in `mpl_toolkits/axes_grid1/axes_grid.py`. The change adds a conditional check to determine if `ax.axis` is a method or a dictionary-like object and handles both cases correctly. This is a direct fix to the internal logic of `matplotlib` to make it more robust.

**Temporal Signals** - There are no temporal signals like ""after upgrading..."". In fact, a maintainer investigates and concludes the issue is long-standing (""it is broken at least as far back as 2.1.0""), which argues against an external cause.

**Contract Rule** - The `AxesGrid` component is designed to accept `Axes` subclasses. The user provided a valid subclass from a widely used library (`cartopy`). The `matplotlib` code broke because it made an internal assumption about the structure of that subclass that was not part of a formal API contract. The failure is in `matplotlib`'s code for not correctly handling a valid input, making it an **Intrinsic** issue.

**Information Completeness** - The issue is very well-documented with a clear summary, a minimal reproducible code example, and a full stack trace pointing directly to the problematic line in the `matplotlib` codebase. The information is complete.

**Final Answer:** The evidence strongly indicates an internal logic error. The `AxesGrid` code made an incorrect assumption about the structure of a valid input, causing a crash. Maintainers confirmed it was a bug to be fixed, and the closing PR modified internal production code to correct this logic.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.02
- Not a Bug: 0.02
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:26:52.291304
30,30,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.02, ""Unknown"": 0.02}","**Reasoning:**
**Definition Check** - The issue describes a regression. A feature (using a subset of `hue` values in `hue_order`) that worked in a previous version of the library (`< 0.11`) is now broken in version `0.11.1`. This points to a logic or flow error introduced within the repository's own code, which aligns with the **Intrinsic** definition.

**Maintainer Signal** - The maintainer (`mwaskom`) provides very strong signals. They acknowledge the issue, investigate it, and identify the root cause as being internal to the `scatterplot` function's logic. In Comment 3, the maintainer explains the architectural reason for the failure: ""`scatterplot` works a bit differently... the internal representation of the data needs to be subset at some point..."". This confirms the problem is a complex logic issue within the repository's source code.

**PR/Commit Evidence** - The issue was closed by a PR titled ""Fix hue_order as a subset in scatterplot"". This PR modified production code to restore the expected behavior. This is strong evidence of a real, intrinsic bug being fixed.

**Temporal Signals** - The author explicitly states, ""In seaborn < 0.11, one could... This no longer works in 0.11.1."" This is a temporal signal indicating a regression. Since the version change is for the project itself (seaborn), and not an external dependency, this points to an **Intrinsic** bug, not an Extrinsic one.

**Contract Rule** - The user was using the API in a way that was previously supported. The library's internal changes broke this valid usage pattern. The library failed to uphold its previous contract, which is an internal defect.

**Information Completeness** - The issue is very well-documented with a clear description of the regression, version numbers, a minimal reproducible example, and a detailed investigation by the maintainer. The information is more than sufficient for classification.

**Decision** - All evidence points to an Intrinsic bug. It is a regression caused by changes within the seaborn library's own codebase. The maintainer's detailed analysis confirms the root cause is an internal logic/architectural issue, and a production code PR was merged to fix it.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.02
- Unknown: 0.02

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:27:21.931487
31,31,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.02, ""Unknown"": 0.02}","**Reasoning:**
**Definition Check** - The issue describes a regression where code that worked in a previous version of the library now fails. The maintainer's comment points to an internal logic error in how the `PairGrid` component handles the `hue` parameter when it's passed to a mapped function but not to the grid itself. This aligns with the **Intrinsic** definition: ""Logic/validation/exception/flow errors in our source code"" and ""Regressions caused by our own commits in this repo"".

**Maintainer Signal** - This is the strongest signal. The project owner (`mwaskom`) explicitly confirms the issue is a bug, stating, ""it's still a bug."" They then provide a detailed root cause analysis: ""The problem is that `PairGrid` ... is not properly handling the case where `hue` is *not* set for the grid, but *is* specified for one mapped function."" This is a direct confirmation of an internal logic flaw.

**PR/Commit Evidence** - The issue was closed by the maintainer, indicating a resolution. While the provided ""Closing PR Details"" in the prompt seems to be for a different issue (#2419), the maintainer's explicit confirmation of the bug's nature is a much stronger signal than the presence or absence of a linked PR. The classification is based on the diagnosed root cause.

**Temporal Signals** - The author provides a strong temporal signal: ""In seaborn version 0.9.0 I was able to use the following Code... However, since I updated to searbon 0.11.1 the following Error message occurs."" They further clarify that the error appeared between version 0.11.0 and 0.11.1. This points to a regression introduced by a change within the seaborn repository itself, which is an Intrinsic cause.

**Contract Rule** - The user is using the library's API in a way that was previously supported. The failure is due to an internal change in the library's logic, not user misuse. The library is failing to uphold its previous contract. This points to an Intrinsic bug.

**Information Completeness** - The issue is very well-documented with a minimal reproducible example, version numbers (working and failing), a full traceback, and a clear description of the problem. It is not Unknown.

**Decision** - The classification is Intrinsic. The maintainer's direct confirmation and detailed explanation of the internal logic error is the primary evidence. This is strongly supported by the user's report of a regression between specific versions of the library, indicating the root cause is a change within this repository.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.02
- Unknown: 0.02

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:27:40.259864
32,32,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.02, ""Unknown"": 0.02}","**Reasoning:**
**Definition Check** - The issue describes a crash when using the `PolyFit` stat with input data containing a `None` value. This points to a logic or validation error within the `seaborn` library, as it should gracefully handle missing data before passing it to a downstream numerical library. This aligns with the **Intrinsic** definition (""Logic/validation/exception/flow errors in our source code"", ""Missing null/undefined checks"").

**Maintainer Signal** - This is the strongest possible signal. The repository owner (`mwaskom`) is the author of the issue. By creating an issue titled ""PolyFit is not robust to missing data"" and labeling it as a `bug`, the maintainer is explicitly stating that this is a defect within the repository's code.

**PR/Commit Evidence** - A closing PR exists with the title ""Fix: Make PolyFit stat robust to missing data"". This confirms that production code within this repository was modified to correct the behavior and add the missing robustness. This is not a dependency bump or a workaround for an external change, but a direct fix to the stat's logic.

**Temporal Signals** - There are no temporal signals present. The issue does not mention any dependency upgrades, version changes, or different runtime environments. This makes an Extrinsic classification highly unlikely.

**Contract Rule** - The traceback shows the crash occurs deep inside the `numpy` library. However, the root cause is that `seaborn`'s `PolyFit` function passed data containing `None` to `numpy.polyfit`, which does not support it. It is `seaborn`'s responsibility to sanitize its inputs before calling the dependency. Therefore, `seaborn` is misusing the dependency's API, making the bug **Intrinsic**.

**Information Completeness** - The issue is perfectly complete, with a minimal, one-line code example to reproduce the crash and a full traceback.

**Final Answer:** - The evidence overwhelmingly points to an Intrinsic bug. The maintainer self-reported the issue, a PR with a clear ""Fix"" was merged, and the root cause is the library's failure to handle a common data pattern (missing values) before calling a dependency.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.02
- Unknown: 0.02

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:27:59.230099
33,33,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.03, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue describes a `TypeError` that occurs inside the repository's own source code (`seaborn/_core/scales.py`) when a user provides boolean data for color mapping. This indicates a logic error in how the library handles this specific data type, which aligns with the **Intrinsic** definition.

**Maintainer Signal** - The strongest possible signal is present: the repository OWNER authored the issue and labeled it a `bug`. This confirms the maintainer's perspective that this is a defect in the repository's code.

**PR/Commit Evidence** - The closing PR focuses on improving error handling by wrapping exceptions like this one in a custom `PlotSpecError`. However, the PR description explicitly uses this issue's traceback as a motivating example of a real problem and notes that the underlying bug is being fixed by a different PR (#3190). The root cause, an attempt to subtract boolean values, is clearly visible in the traceback and is a flaw in the library's production code.

**Temporal Signals** - There are no temporal signals present. The issue is not tied to any dependency upgrade, version change, or external factor.

**Contract Rule** - The user is providing a valid input (a list of booleans). The library's internal logic fails to process this valid input, causing a crash. This is a failure within the library's own code, not a misuse of a dependency's API.

**Information Completeness** - The issue is perfectly complete, providing a minimal, reproducible example and a full traceback.

**Final Answer:** The evidence strongly indicates an **Intrinsic** bug. The library's internal scaling logic fails to handle boolean data correctly, leading to a `TypeError`. This is confirmed by the maintainer who filed the issue and the clear internal stack trace.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.03
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:28:18.986892
34,34,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.03, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue describes a `KeyError` when `pairplot` is used with a pandas MultiIndex DataFrame. This represents a logic error within the seaborn library, as it fails to correctly handle a valid and standard input format from its core dependency, pandas. This aligns with the **Intrinsic** definition (""Logic/validation/exception/flow errors in our source code"").

**Maintainer Signal** - The repository owner (`mwaskom`) explicitly acknowledges the report as a ""clear bug report"" and merges a fix. This is a strong signal that the issue is considered a valid defect within the repository's code.

**PR/Commit Evidence** - A PR was merged with the title ""Fix PairGrid with column multiindex"", directly referencing and fixing this issue. The PR's body discusses changing how internal attributes were handled, indicating a fix to the library's own logic rather than an adaptation to an external change. This is a production code fix for incorrect behavior.

**Temporal Signals** - There are no temporal signals in the issue report. The author does not mention upgrading pandas, seaborn, or any other dependency, which suggests this is a pre-existing bug, not a regression caused by an external change.

**Contract Rule** - Seaborn is designed to work with pandas DataFrames. A DataFrame with a MultiIndex is a valid object according to the pandas API. Seaborn's code fails to correctly process this valid input. This is a failure within seaborn's implementation, not a misuse of a changed external API. Therefore, the issue is Intrinsic.

**Information Completeness** - The issue is exceptionally clear, providing a minimal reproducible example, a full stack trace, and a workaround. There is more than enough information to make a confident classification.

**Final Answer:** The root cause is an error in seaborn's internal logic for handling pandas DataFrames that have a MultiIndex. This is confirmed by the maintainer's acknowledgment and the nature of the production code fix in the closing PR.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.03
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:28:38.147038
35,35,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.03, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue describes a missing validation check. The code should raise an error for blueprint names containing a dot but currently does not. This is a ""Logic/validation/exception/flow error"" in the repository's source code, which fits the definition of Intrinsic.

**Maintainer Signal** - The issue was opened by a maintainer (`davidism`), who states that an error ""should have been added for this as well."" This is a direct confirmation from a maintainer that there is a defect in the repository's own logic.

**PR/Commit Evidence** - The issue was closed by a PR titled ""blueprint name may not contain a dot"". This indicates a direct fix to the production code to add the missing validation logic.

**Temporal Signals** - There are no temporal signals present. The issue is not related to any dependency, platform, or runtime upgrade.

**Contract Rule** - This is an internal contract issue. The framework's own rules for what constitutes a valid blueprint name were not being enforced by the code. This is an internal logic failure.

**Information Completeness** - The information is complete and authoritative, as it comes from a project maintainer who clearly describes the missing behavior.

**Decision** - All evidence points to an Intrinsic bug. A maintainer identified a missing, required validation check in the source code and submitted a PR to fix it. This is a classic example of an internal logic error.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.03
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:29:02.536866
36,36,Not a Bug,"{""Intrinsic"": 0.05, ""Extrinsic"": 0.05, ""Not a Bug"": 0.9, ""Unknown"": 0.0}","**Reasoning:**
**Definition Check** - The issue's title, ""Add a file mode parameter to flask.Config.from_file()"", and its body explicitly propose adding new functionality. This aligns directly with the ""Not a Bug"" definition, which includes ""Feature requests, enhancement requests"". The issue does not describe a defect or incorrect behavior in the existing code but rather a limitation when interacting with a new library (`tomllib`).

**Maintainer Signal** - The maintainer (`davidism`) first provides a workaround, then agrees that adding a parameter would be a good improvement: ""I think a `text=True` parameter would be better... we can accommodate that."" This language frames the change as an enhancement to accommodate a new use case, not as a fix for a bug.

**PR/Commit Evidence** - A PR was merged that adds the requested feature. While a merged PR often signals a bug, the guide's ""Intrinsic Evidence Gate"" clarifies that the fix must correct an internal logic error, not be a ""feature addition"". This PR is a clear feature addition, implementing the enhancement requested in the issue.

**Temporal Signals** - The request is motivated by the introduction of `tomllib` in Python 3.11. While this is an external change, it did not cause a *breaking change* in Flask. Instead, it created an opportunity for an enhancement to improve compatibility. This does not fit the definition of an Extrinsic bug, which is typically a reaction to a breaking change.

**Contract Rule** - The `from_file()` method was behaving according to its existing contract (opening files in text mode). There was no contract violation. The user requested an enhancement to make the contract more flexible.

**Information Completeness** - The issue is well-described, with clear context, examples, and a proposed solution. There is sufficient information to make a confident classification.

**Final Answer:** - The issue is a classic feature request. The author is asking for a new capability to be added to an existing function to improve usability. The maintainer agrees and a PR is merged to implement this enhancement. According to the guide's explicit rules, feature requests are classified as ""Not a Bug"".

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.05
- Extrinsic: 0.05
- Not a Bug: 0.90
- Unknown: 0.00

**Final Answer:** Not a Bug",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:29:27.939527
37,37,Not a Bug,"{""Intrinsic"": 0.05, ""Extrinsic"": 0.0, ""Not a Bug"": 0.95, ""Unknown"": 0.0}","**Reasoning:**
**Definition Check** - The issue author explicitly states, ""**Feature request**"". This aligns directly with the ""Not a Bug"" definition, which includes ""Feature requests, enhancement requests"". The existing `flask routes` command was not broken or producing incorrect output; it was simply missing a feature the user desired for better clarity.

**Maintainer Signal** - There are no direct comments in the issue thread. However, the closing PR, created by a maintainer, is titled ""show subdomain or host in routes output"". The PR's body describes adding a new column to the output, which is characteristic of an enhancement, not a bug fix.

**PR/Commit Evidence** - A PR was merged that closes this issue. It modifies production code to add a new ""Subdomain"" or ""Host"" column to the `flask routes` command output. While a PR touching production code often indicates a bug, the guide's `Intrinsic Evidence Gate` explicitly excludes ""feature additions"". This PR is a clear feature addition that implements the user's request.

**Temporal Signals** - No temporal signals are present. The issue does not mention any dependency upgrades, version changes, or recent regressions.

**Contract Rule** - This rule is not applicable as the issue does not concern API usage between different components.

**Information Completeness** - The issue is very clear, with a detailed description of the current behavior, the desired behavior, and example code. There is sufficient information to make a confident classification.

**Final Answer:** The issue is a clear and explicit feature request. The author's own words (""Feature request"") are the strongest signal. The implementing PR adds new functionality rather than correcting a defect. According to the guide's rules (`Content > Labels`), feature requests are classified as ""Not a Bug"".

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.05
- Extrinsic: 0.00
- Not a Bug: 0.95
- Unknown: 0.00

**Final Answer:** Not a Bug",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:29:52.123113
38,38,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.02, ""Unknown"": 0.02}","**Reasoning:**
**Definition Check** - The issue describes a specific logic error in the `Session.resolve_redirects` function. The function incorrectly reuses the original request object during a multi-step redirect, leading to the wrong HTTP method being used. This is a classic example of a ""Logic/validation/exception/flow error in our source code,"" which fits the **Intrinsic** definition.

**Maintainer Signal** - The maintainer signals are exceptionally strong. A project member (Lukasa) explicitly confirms, ""Uh, yes, that's a bug."" Another contributor (sigmavirus24), who authored the fix, takes direct responsibility, stating, ""I've tinkered with `resolve_redirects` enough to be certain enough that I caused this. As such I feel its my responsibility to fix it."" This is a clear admission of an internal code defect.

**PR/Commit Evidence** - The closing PR (#1963) directly addresses the logic flaw. The PR body states, ""The original request was never being properly overriden in resolve_redirects."" This confirms that the fix involved correcting the internal state management logic within the repository's own production code.

**Temporal Signals** - There are no temporal signals. The bug report does not mention any upgrades, version changes, or dependencies, indicating the issue is inherent to the library's logic, not caused by an external change.

**Contract Rule** - The library is failing to correctly implement the HTTP redirect specification (the ""contract""). The error is in how the library's own code handles this process, making it an internal flaw.

**Information Completeness** - The issue provides a complete and clear description of the bug, including a specific redirection chain that triggers the incorrect behavior. There is sufficient information to make a confident classification.

**Final Answer:** All evidence points conclusively to an Intrinsic bug. The maintainer's confirmation, the contributor's acceptance of responsibility, and the nature of the production code fix in the closing PR all indicate the root cause is a logic error inside this repository.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.02
- Unknown: 0.02

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:30:33.860490
39,39,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.03, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue describes a low-level `socket.error` that is not caught and wrapped by the `requests` library's own exception types. This is a classic example of an ""exception/flow error in our source code,"" which fits the definition of an **Intrinsic** bug. The library is expected to handle such underlying network errors gracefully.

**Maintainer Signal** - There is a very strong signal from a maintainer (Lukasa), who explicitly states: ""No, this looks like an error. `iter_content` doesn't seem to expect any socket errors, but it should. We need to fix this."" This directly confirms the root cause is a logic omission within the repository's code.

**PR/Commit Evidence** - The issue was closed by a merged pull request titled ""Handle socket errors in iter_content"". This PR modified production code to add the necessary `try...except` block to catch the `socket.error` and handle it correctly. This is direct evidence of an Intrinsic fix.

**Temporal Signals** - There are no temporal signals mentioned, such as dependency upgrades or runtime version changes. This makes an Extrinsic cause highly unlikely.

**Contract Rule** - The `requests` library is failing to handle a predictable error from the underlying Python `socket` library, which it depends on. This is not a misuse of the socket API, but rather an incomplete implementation of error handling within `requests` itself. The responsibility to handle this error lies within this repository, making it Intrinsic.

**Information Completeness** - The issue provides a full stack trace and a clear description of the unexpected behavior, making the problem easy to understand and classify. It is not Unknown.

**Final Answer:** - The evidence overwhelmingly points to an Intrinsic bug. The maintainer's confirmation and the closing PR, which adds missing exception handling to production code, are the strongest pieces of evidence.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.03
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:30:51.342281
40,40,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.03, ""Not a Bug"": 0.01, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue describes an incorrect function (`builtin_str`) being used within the repository's own source code (`requests/sessions.py`), which leads to incorrect behavior (malforming a binary string into a literal string). This aligns perfectly with the **Intrinsic** definition of a logic error in the source code.

**Maintainer Signal** - There is a very strong maintainer signal. A member (`Lukasa`) explicitly states, ""This is definitely a requests bug."" This is the highest authority and points directly to an internal root cause.

**PR/Commit Evidence** - A PR was merged that fixes this issue. The change was to replace the incorrect function call (`builtin_str`) with the correct one (`to_native_str`) in the repository's production code. This confirms a fix was required in this repo's code.

**Temporal Signals** - The author notes the issue exists in Python 3.4 but not in Python 2.6. While this is a ""works on X, fails on Y"" pattern, it's in the context of the well-established differences between Python 2 and 3. The bug is not due to a sudden external change but rather the library's failure to correctly handle the different string/byte models on a supported platform (Python 3). The maintainer's comment confirms this was an oversight in the library's logic.

**Contract Rule** - The library is receiving a byte string as input for the `method` parameter. The maintainer's response implies this should be handled correctly. The library's internal logic fails to process this valid input, so the bug is in how this repository handles its inputs, not in the input itself.

**Information Completeness** - The issue provides sufficient information, including the file, the problematic line of code, the environment (Python version), and a description of the failure.

**Decision** - The evidence overwhelmingly points to an Intrinsic bug. A maintainer explicitly confirmed it was a bug in `requests`, and a production code change within the repository was made to fix the incorrect logic.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.03
- Not a Bug: 0.01
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:31:12.110679
41,41,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.03, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue describes a failure of the `requests` library to catch exceptions from its underlying dependency (`urllib3`) and wrap them in its own, higher-level exception types. This is a logic/flow error in the exception handling within this repository's source code, which directly aligns with the definition of an **Intrinsic** bug.

**Maintainer Signal** - The maintainer signals are exceptionally strong and clear. A contributor states, ""I definitely agree with you and would agree that these should be wrapped."" A core member (`Lukasa`) goes further, identifying a specific leaking exception (""Ah, we should rewrap that `ClosedPoolError` too"") and pointing to the exact files in the `requests` repository where the fix should be implemented. This is a direct confirmation that the root cause is inside this repository.

**PR/Commit Evidence** - A closing PR is explicitly mentioned that ""Partially resolves #1572"" by adding code to ""Catch and wrap ClosedPoolError"". This is a direct modification of production code in this repository to fix the reported bug, providing strong evidence for an Intrinsic classification.

**Temporal Signals** - There are no temporal signals. The issue is not described as happening after an upgrade or a change in an external tool or runtime. This makes an Extrinsic classification highly unlikely.

**Contract Rule** - The `requests` library is failing to uphold its own API contract with its users, which is to provide a stable and abstracted interface. By allowing dependency-specific exceptions to leak, it violates this contract. The error is in this repository's code for not properly handling the exceptions that `urllib3` is correctly throwing.

**Information Completeness** - The issue is well-understood and confirmed by maintainers. While the initial report lacked a stack trace, other users provided them, and the maintainers had enough information to diagnose and begin fixing the problem.

**Final Answer:** The evidence overwhelmingly points to an Intrinsic bug. Maintainers explicitly confirm the issue is a flaw in their exception handling logic, and a production code fix was merged in this repository to correct it.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.03
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:31:34.200256
42,42,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.03, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue describes an inconsistency in the library's API where `r.iter_content(decode_unicode=True)` returns `bytes` when `r.encoding` is `None`, while the user expected `unicode` similar to `r.text`. This points to a logic/flow error in the repository's source code, which aligns with the **Intrinsic** definition.

**Maintainer Signal** - This is the strongest signal. A maintainer (Lukasa) explicitly states: ""That behaviour seems genuinely bad to me, so I think we should consider it a bug."" Another contributor (kennethreitz) adds: ""this was definitely an oversight."" These comments directly confirm the issue is an internal defect.

**PR/Commit Evidence** - The discussion references multiple pull requests (e.g., #3362, #3574) aimed at fixing this behavior by modifying the internal logic of `iter_content` to handle encoding more consistently. This indicates a fix to the production code in this repository was required.

**Temporal Signals** - There are no temporal signals like ""after upgrading"" or ""works on version X, fails on Y."" The issue describes a long-standing behavior, not one caused by an external change.

**Contract Rule** - The library's implementation of `iter_content` with `decode_unicode=True` had a surprising and inconsistent behavior, violating a reasonable user expectation of the API's contract. The fault lies with the library's internal logic.

**Information Completeness** - The issue was clearly described, and maintainers immediately understood and confirmed the problem, indicating sufficient information was provided.

**Final Answer:** - The issue is a bug in the library's own logic. Maintainers explicitly confirm it is a ""bug"" and an ""oversight."" The fix involves changing production code within this repository to correct the inconsistent behavior.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.03
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:32:04.704957
43,43,Intrinsic,"{""Intrinsic"": 0.85, ""Extrinsic"": 0.01, ""Not a Bug"": 0.13, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue describes a logic error in the `Request.__init__()` method. When a list of functions is passed to the `hooks` argument, the code processes it incorrectly by wrapping the list in another list, which leads to a downstream failure because a list is not a callable function. This aligns with the **Intrinsic** definition: ""Logic/validation/exception/flow errors in our source code"". While it could be viewed as a feature request to ""allow"" lists, the fact that the current code accepts this input and then fails in a non-obvious way points to a bug in its handling logic.

**Maintainer Signal** - The signals are somewhat mixed but lean towards a bug. A contributor initially refers to it as a ""feature request"". However, the project lead (`kennethreitz`) approved the work, and the closing PR is explicitly titled ""Fix #785"". The term ""Fix"" is a strong signal from a maintainer that they consider the issue a bug.

**PR/Commit Evidence** - A closing PR exists with the title ""Fix #785 & add regression test."" This is the strongest piece of evidence. Merging a ""fix"" and adding a ""regression test"" indicates that the maintainers treated this as a defect in the production code that needed to be corrected and prevented from recurring. The PR modified the internal logic of the `Request` class to handle the input correctly.

**Temporal Signals** - There are no temporal signals. The issue is not related to any dependency, platform, or runtime version changes.

**Contract Rule** - The user is attempting to use the API in a reasonable way that the code does not handle gracefully. Instead of rejecting the input with a clear error, the code processes it incorrectly, leading to a failure later on. The fix corrects this internal logic to properly support the input, effectively changing the contract but also fixing the buggy behavior of the old contract.

**Information Completeness** - The issue is well-described with a clear explanation of the problem and the desired behavior. There is sufficient information to make a classification.

**Decision** - Although a contributor initially called it a ""feature request"", the definitive action of merging a PR titled ""Fix #785"" and adding a ""regression test"" provides stronger evidence. The core problem is a logic flaw where the code accepts an input but processes it incorrectly, leading to a crash. This is a defect in the repository's own code.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.85
- Extrinsic: 0.01
- Not a Bug: 0.13
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:32:26.568937
